Variety,Growernr_seeduser,Growernr_seedproducer,Year,Sensitivity,Ares,Mah,DefH,dk,GPS_coord,strains_1,strains_2,strains_3,strains_4,strains_5,strains_6,strains_7,strains_8,strains_9
HZ_24,Grower_198,Grower_48,2019,Tolerant,0.67,PB3,PB3,0,116724-564960,0,0,6,5,5,0,0,0,0
HZ_3,Grower_342,Grower_146,2021,Tolerant,0.34,SE,E,0,186845-517865,0,0,0,0,0,0,0,0,0
HZ_20,Grower_155,Grower_82,2021,Tolerant,1.5,E,E,0,171983-524513,0,0,1,0,0,1,0,0,0
HZ_20,Grower_155,Grower_71,2019,Tolerant,1.74,SE,SE,0,171961-523973,0,0,4,3,2,0,0,0,0
HZ_12,Grower_253,Grower_15,2023,Susceptible,1.5,SE,E,0,058928-411896,0,0,1,0,1,1,0,2,0
HZ_20,Grower_40,Grower_12,2020,Tolerant,2.0,SE,E,0,247252-604738,0,0,6,0,2,0,0,0,0
HZ_3,Grower_22,Grower_20,2019,Tolerant,1.1,SE,SE,0,237478-605082,0,0,6,2,2,0,1,0,0
HZ_5,Grower_89,Grower_47,2019,Susceptible,2.5,SE,SE,0,194250-599737,0,0,1,1,0,0,0,0,0
HZ_19,Grower_238,Grower_29,2023,Verysusceptible,2.6,SE,SE,0,058001-362752,0,0,0,0,0,0,0,0,0
HZ_39,Grower_293,Grower_205,2019,Tolerant,0.12,PB2,-,0,234184-605623,0,0,0,0,0,0,0,0,0
HZ_16,Grower_21,Grower_8,2022,Susceptible,2.5,SE,E,0,239179-604516,0,0,3,1,1,1,0,8,1
HZ_1,Grower_342,Grower_82,2020,Tolerant,2.14,SE,E,0,187102-517308,0,0,1,0,0,0,0,0,0
HZ_22,Grower_263,Grower_115,2021,Tolerant,1.7,SE,SE,0,033166-369250,0,0,4,0,1,0,0,0,0
HZ_10,Grower_255,Grower_17,2022,Tolerant,2.85,SE,A,0,044634-367963,0,0,0,0,0,0,0,0,0
HZ_51,Grower_105,Grower_61,2022,Susceptible,1.1,SE,SE,0,116289-563975,0,0,1,0,0,0,0,1,0
HZ_14,Grower_18,Grower_29,2022,Susceptible,3.16,E,E,0,233420-601654,0,0,2,0,1,0,0,1,0
HZ_24,Grower_198,Grower_40,2021,Tolerant,2.2,SE,E,1,116105-565070,0,0,7,4,4,0,0,1,1
HZ_20,Grower_229,Grower_29,2022,Tolerant,1.2,SE,SE,0,129994-542722,0,0,1,0,0,0,0,0,0
HZ_72,Grower_362,Grower_6,2021,Tolerant,1.55,SE,SE,0,243715-608918,0,0,4,5,2,0,0,1,0
HZ_52,Grower_322,Grower_113,2022,Tolerant,0.6,SE,SE,0,200619-600703,0,0,1,0,0,1,0,3,0
HZ_8,Grower_65,Grower_28,2022,Tolerant,1.91,E,E,0,226658-603555,0,0,7,3,1,1,0,8,0
HZ_14,Grower_23,Grower_86,2022,Susceptible,0.71,SE,SE,0,238383-607250,0,0,0,0,0,0,0,0,0
HZ_3,Grower_180,Grower_89,2020,Tolerant,0.45,E,E,0,180062-537467,0,0,0,0,0,0,0,0,0
HZ_24,Grower_305,Grower_48,2022,Tolerant,0.72,SE,SE,0,246514-605111,0,0,0,0,0,0,0,0,0
HZ_6,Grower_8,Grower_113,2019,Tolerant,2.85,E,E,0,246920-595457,0,0,1,1,0,0,0,0,0
HZ_19,Grower_286,Grower_24,2020,Verysusceptible,2.65,E,E,0,249159-601054,0,0,4,1,1,0,0,0,0
HZ_7,Grower_141,Grower_59,2022,Tolerant,1.9,E,E,0,159761-579619,0,0,1,1,0,0,0,0,0
HZ_3,Grower_86,Grower_53,2023,Tolerant,1.0,SE,A,0,198250-600215,0,0,2,0,0,0,0,3,0
HZ_3,Grower_79,Grower_163,2019,Tolerant,0.55,SE,A,0,202109-594264,0,0,0,0,0,0,0,0,0
HZ_20,Grower_167,Grower_112,2021,Tolerant,1.5,SE,E,0,198020-505754,0,0,8,2,3,0,0,3,0
HZ_50,Grower_127,Grower_3,2019,Tolerant,0.6,SE,-,0,170134-579856,0,0,6,3,4,0,0,0,0
HZ_52,Grower_79,Grower_1,2019,Tolerant,1.9,SE,AF,0,201542-595369,0,0,0,0,0,0,0,0,0
HZ_5,Grower_343,Grower_86,2022,Susceptible,2.66,SE,SE,0,185500-527685,0,0,0,0,0,0,0,0,0
HZ_3,Grower_162,Grower_89,2023,Tolerant,0.62,SE,A,0,160273-494794,0,0,0,0,0,0,0,0,0
HZ_24,Grower_238,Grower_81,2019,Tolerant,1.81,SE,SE,0,058003-362931,0,0,0,0,0,0,0,0,0
HZ_3,Grower_38,Grower_3,2019,Tolerant,0.9,SE,SE,0,248372-606130,0,0,0,0,0,0,0,0,0
HZ_3,Grower_435,Grower_18,2019,Tolerant,2.46,SE,SE,0,239019-604655,0,0,1,1,0,0,0,0,0
HZ_27,Grower_122,Grower_2,2022,Tolerant,1.95,E,E,0,175704-589858,0,0,3,1,1,0,1,1,1
HZ_3,Grower_17,Grower_113,2021,Tolerant,0.8,SE,SE,0,242267-603101,0,0,3,0,1,0,0,1,2
HZ_17,Grower_137,Grower_61,2021,Susceptible,1.0,SE,SE,0,165094-581271,0,0,7,2,4,0,0,1,0
HZ_20,Grower_213,Grower_83,2019,Tolerant,2.75,E,E,0,134241-542987,0,0,8,6,6,1,0,0,0
HZ_11,Grower_200,Grower_12,2022,Tolerant,0.5,PB4,SE,0,117550-572608,0,0,0,0,0,0,0,0,0
HZ_13,Grower_245,Grower_22,2023,Tolerant,2.2,SE,SE,0,038157-372678,0,0,6,2,5,1,0,2,0
HZ_22,Grower_172,Grower_183,2019,Tolerant,1.8,SE,SE,0,186864-529834,0,0,0,0,0,0,0,0,0
HZ_20,Grower_443,Grower_102,2019,Tolerant,0.42,SE,A,0,223075-603484,0,0,8,4,6,0,1,0,0
HZ_7,Grower_92,Grower_70,2020,Tolerant,0.95,SE,SE,0,190884-597708,0,0,2,0,1,0,0,0,0
HZ_5,Grower_289,Grower_92,2021,Susceptible,0.97,SE,SE,0,275148-582948,0,0,0,0,0,0,0,0,0
HZ_3,Grower_141,Grower_40,2022,Tolerant,1.1,E,E,0,170222-588020,0,0,0,0,0,0,0,0,0
HZ_39,Grower_108,Grower_78,2023,Tolerant,0.66,SE,SE,0,183035-585213,0,0,1,0,0,0,0,2,0
HZ_20,Grower_204,Grower_28,2023,Tolerant,1.15,E,E,0,116314-562938,0,0,2,1,1,0,0,2,0
HZ_20,Grower_281,Grower_1,2022,Tolerant,3.85,SE,A,0,076461-395284,0,0,0,0,0,0,0,0,0
HZ_75,Grower_121,Grower_64,2019,Tolerant,1.0,SE,SE,0,172361-580331,0,0,8,8,5,0,0,0,0
HZ_17,Grower_84,Grower_52,2022,Susceptible,1.2,SE,E,0,195913-598936,0,0,4,0,2,0,0,0,0
HZ_5,Grower_121,Grower_42,2020,Susceptible,1.4,SE,SE,0,178689-583282,0,0,3,0,1,0,0,0,0
HZ_17,Grower_199,Grower_40,2020,Susceptible,2.1,E,E,0,116776-563546,0,0,5,6,3,0,0,0,0
HZ_20,Grower_311,Grower_82,2020,Tolerant,7.79,SE,SE,0,218092-591614,0,0,1,0,0,1,0,0,0
HZ_13,Grower_7,Grower_176,2019,Tolerant,2.78,E,E,0,263768-590064,0,0,0,0,0,0,0,0,0
HZ_36,Grower_104,Grower_11,2023,Tolerant,0.7,SE,SE,0,180932-592183,0,0,8,1,4,0,0,3,0
HZ_20,Grower_86,Grower_58,2022,Tolerant,0.9,SE,SE,0,196201-600325,0,0,1,0,0,0,0,0,0
HZ_42,Grower_271,Grower_66,2023,Verysusceptible,2.65,SE,E,0,092722-402491,0,0,8,2,6,0,0,3,1
HZ_20,Grower_196,Grower_32,2020,Tolerant,1.21,E,E,0,117736-570725,0,0,8,8,5,0,4,0,0
HZ_8,Grower_114,Grower_28,2021,Tolerant,0.85,SE,SE,0,168999-590448,0,0,1,0,0,0,0,0,1
HZ_43,Grower_83,Grower_36,2020,Tolerant,5.28,SE,SE,0,194271-596155,0,0,6,2,2,1,1,0,0
HZ_2,Grower_216,Grower_6,2022,Tolerant,1.3,SE,SE,0,116699-539446,0,0,1,0,1,0,0,0,0
HZ_20,Grower_91,Grower_16,2023,Tolerant,0.73,PB4,-,0,198348-599440,0,0,0,0,0,0,0,0,0
HZ_29,Grower_274,Grower_18,2019,Tolerant,1.1,SE,A,0,076677-401347,0,0,1,0,0,0,0,0,0
HZ_3,Grower_441,Grower_119,2019,Tolerant,1.05,SE,A,0,227851-604316,0,0,3,2,1,0,0,0,0
HZ_8,Grower_5,Grower_28,2021,Tolerant,0.83,SE,SE,0,249710-601796,0,0,1,0,0,0,0,0,1
HZ_39,Grower_129,Grower_90,2022,Tolerant,1.0,SE,AF,0,159327-579108,0,0,1,0,1,1,0,2,0
HZ_13,Grower_311,Grower_114,2020,Tolerant,2.77,PB4,E,0,214707-589435,0,0,0,0,0,0,0,0,0
HZ_4,Grower_241,Grower_80,2020,Verysusceptible,1.03,SE,A,1,017346-373033,0,0,8,4,6,0,0,0,0
HZ_10,Grower_150,Grower_1,2022,Tolerant,0.6,E,E,0,176720-530690,0,0,0,0,0,0,3,5,0
HZ_4,Grower_403,Grower_49,2021,Verysusceptible,2.0,SE,A,0,098375-403306,0,0,4,2,2,0,0,1,0
HZ_31,Grower_240,Grower_100,2023,Tolerant,1.3,SE,A,0,031676-370422,0,0,1,0,0,0,0,0,0
HZ_20,Grower_154,Grower_82,2019,Tolerant,0.46,SE,SE,0,171010-532020,0,0,1,1,0,0,0,0,0
HZ_4,Grower_162,Grower_79,2020,Verysusceptible,2.3,SE,A,0,162193-491679,0,0,1,0,0,0,2,0,0
HZ_11,Grower_3,Grower_102,2019,Tolerant,0.93,SE,SE,0,248160-596430,0,0,5,3,3,0,0,0,0
HZ_12,Grower_177,Grower_146,2020,Susceptible,1.94,SE,A,0,183023-516475,0,0,2,1,1,0,0,0,0
HZ_20,Grower_255,Grower_90,2021,Tolerant,3.0,SE,SE,0,043964-371235,0,0,7,3,5,0,0,0,0
HZ_3,Grower_39,Grower_3,2020,Tolerant,0.9,SE,SE,0,245539-604733,0,0,6,2,2,0,0,0,0
HZ_8,Grower_342,Grower_86,2020,Tolerant,1.75,SE,SE,0,187282-517071,0,0,0,0,0,0,0,0,0
HZ_21,Grower_449,Grower_228,2019,Verysusceptible,1.54,PB3,PB3,0,180667-531916,0,0,0,0,0,0,0,0,0
HZ_54,Grower_186,Grower_76,2021,Verysusceptible,1.3,SE,AF,1,173345-514893,0,0,1,2,0,0,0,0,0
HZ_46,Grower_180,Grower_75,2019,Susceptible,1.2,E,E,0,180348-537337,0,0,2,0,1,0,0,0,0
HZ_17,Grower_83,Grower_68,2020,Susceptible,3.76,SE,E,0,196343-598018,0,0,7,4,4,0,2,0,0
HZ_17,Grower_130,Grower_42,2023,Susceptible,0.65,PB4,PB4,0,166547-583640,0,0,8,2,6,0,0,2,0
HZ_4,Grower_161,Grower_11,2019,Verysusceptible,1.46,E,A,0,170298-504610,0,0,5,3,3,0,4,0,0
HZ_4,Grower_284,Grower_52,2023,Verysusceptible,4.95,SE,A,0,085666-401399,0,0,0,0,0,3,0,0,0
HZ_54,Grower_154,Grower_76,2021,Verysusceptible,0.54,SE,A,1,172007-533644,0,0,1,2,0,0,0,0,0
HZ_20,Grower_195,Grower_1,2022,Tolerant,4.0,E,E,0,118695-571061,0,0,4,1,1,0,1,6,0
HZ_17,Grower_332,Grower_52,2022,Susceptible,1.0,PB4,PB4,0,179205-591434,0,0,4,0,2,0,0,1,0
HZ_7,Grower_133,Grower_12,2022,Tolerant,1.1,SE,SE,0,163228-579930,0,0,1,0,0,0,1,2,0
HZ_80,Grower_175,Grower_88,2019,Verysusceptible,0.8,E,E,0,184274-528119,0,0,0,0,0,0,0,0,0
HZ_17,Grower_102,Grower_12,2021,Susceptible,0.5,SE,-,0,182411-594016,0,0,6,3,4,0,0,2,0
HZ_35,Grower_354,Grower_51,2022,Tolerant,2.63,E,E,0,132933-536184,0,0,7,2,3,1,7,7,0
HZ_3,Grower_130,Grower_61,2019,Tolerant,1.61,SE,-,0,167057-583536,0,0,5,0,2,0,0,0,0
HZ_23,Grower_314,Grower_36,2021,Verysusceptible,0.81,SE,E,1,252966-599122,0,0,6,6,1,0,3,6,0
HZ_17,Grower_129,Grower_52,2020,Susceptible,1.8,E,E,0,156987-569858,0,0,5,3,3,0,0,0,0
HZ_3,Grower_53,Grower_18,2021,Tolerant,2.0,E,E,0,220029-588243,0,0,0,0,0,0,0,1,1
HZ_13,Grower_360,Grower_176,2020,Tolerant,1.12,SE,AF,1,270174-573804,0,0,0,0,0,0,0,0,0
HZ_12,Grower_159,Grower_14,2021,Susceptible,1.38,SE,SE,0,176226-493466,0,0,0,0,0,0,0,0,0
HZ_39,Grower_124,Grower_42,2021,Tolerant,3.34,E,E,0,158872-568161,0,0,1,0,0,0,0,0,0
HZ_17,Grower_100,Grower_52,2020,Susceptible,1.03,SE,A,0,178601-587750,0,0,7,4,4,0,0,0,0
HZ_20,Grower_111,Grower_40,2023,Tolerant,0.84,SE,E,0,173602-591149,0,0,0,0,0,0,0,0,0
HZ_1,Grower_314,Grower_1,2021,Tolerant,1.54,SE,E,1,252966-599122,0,0,8,3,4,0,0,8,0
HZ_3,Grower_322,Grower_163,2019,Tolerant,1.48,SE,A,0,201550-601646,0,0,0,0,0,0,0,0,0
HZ_12,Grower_224,Grower_61,2022,Susceptible,1.8,E,E,0,128164-535392,0,0,8,0,0,2,8,8,1
HZ_5,Grower_33,Grower_3,2023,Susceptible,0.9,SE,A,0,245228-605102,0,0,0,0,0,0,0,0,0
HZ_12,Grower_42,Grower_125,2021,Susceptible,1.2,SE,SE,0,246894-600037,0,0,7,5,6,0,3,2,0
HZ_3,Grower_196,Grower_74,2019,Tolerant,0.53,E,AF,0,114504-560727,0,0,0,0,0,0,0,0,0
HZ_43,Grower_342,Grower_128,2020,Tolerant,1.97,SE,A,1,188215-521143,0,0,0,0,0,0,0,0,0
HZ_3,Grower_94,Grower_33,2019,Tolerant,0.34,E,E,0,185345-596045,0,0,5,0,2,0,1,0,0
HZ_8,Grower_342,Grower_48,2022,Tolerant,2.88,SE,E,0,187513-517548,0,0,3,1,0,0,0,4,0
HZ_29,Grower_353,Grower_41,2019,Tolerant,1.0,SE,SE,0,180273-549642,0,0,1,0,0,0,0,0,0
HZ_3,Grower_111,Grower_40,2023,Tolerant,0.86,SE,SE,0,173602-591149,0,0,4,0,1,0,0,1,0
HZ_20,Grower_91,Grower_116,2022,Tolerant,1.64,SE,-,0,196102-599907,0,0,6,3,5,1,0,7,0
HZ_3,Grower_57,Grower_136,2019,Tolerant,2.1,SE,SE,0,226014-593950,0,0,0,0,0,0,1,0,0
HZ_3,Grower_108,Grower_44,2020,Tolerant,0.8,E,E,0,180759-584350,0,0,4,1,1,0,0,0,0
HZ_32,Grower_186,Grower_44,2022,Susceptible,1.25,SE,SE,0,173497-514694,0,0,6,1,0,0,0,2,1
HZ_3,Grower_60,Grower_2,2022,Tolerant,1.82,SE,SE,0,173844-517084,0,0,4,0,0,0,1,1,0
HZ_39,Grower_130,Grower_61,2020,Tolerant,1.2,SE,-,0,166947-582622,0,0,8,0,3,0,0,0,0
HZ_3,Grower_129,Grower_75,2020,Tolerant,1.45,SE,-,0,157301-552808,0,0,1,0,0,0,0,0,0
HZ_12,Grower_263,Grower_95,2022,Susceptible,0.62,SE,E,1,036978-369865,0,0,6,3,6,2,0,6,0
HZ_6,Grower_35,Grower_113,2019,Tolerant,3.3,SE,B,0,245276-605746,0,0,1,1,0,0,0,0,0
HZ_20,Grower_199,Grower_147,2021,Tolerant,1.4,E,E,0,117699-561871,0,0,6,4,3,0,0,2,1
HZ_3,Grower_294,Grower_113,2019,Tolerant,0.58,SE,A,0,238307-605269,0,0,0,0,0,0,0,0,0
HZ_5,Grower_203,Grower_20,2021,Susceptible,1.58,SE,E,0,228492-434881,0,0,4,2,2,0,0,3,0
HZ_5,Grower_172,Grower_20,2019,Susceptible,2.4,SE,SE,0,186593-530386,0,0,0,0,0,0,0,0,0
HZ_17,Grower_136,Grower_40,2019,Susceptible,1.2,SE,A,1,164434-579588,0,0,8,8,5,0,4,0,0
HZ_26,Grower_26,Grower_113,2019,Tolerant,0.65,SE,B,0,237493-599445,0,0,1,1,0,0,0,0,0
HZ_3,Grower_228,Grower_1,2021,Tolerant,1.0,E,E,0,125284-539319,0,0,5,2,2,0,0,5,1
HZ_22,Grower_245,Grower_33,2023,Tolerant,1.8,SE,SE,0,038157-372678,0,0,8,4,3,1,0,4,0
HZ_12,Grower_124,Grower_61,2021,Susceptible,1.6,E,E,0,158681-568285,0,0,3,0,1,0,0,0,0
HZ_20,Grower_354,Grower_1,2021,Tolerant,0.78,SE,SE,0,134679-525680,0,0,0,0,0,0,0,0,0
HZ_20,Grower_204,Grower_1,2021,Tolerant,0.2,E,E,0,119973-567139,0,0,8,0,3,0,1,4,0
HZ_12,Grower_40,Grower_6,2023,Susceptible,0.9,SE,E,0,246947-604073,0,0,8,0,7,2,0,8,0
HZ_3,Grower_151,Grower_82,2022,Tolerant,1.0,SE,E,0,168964-544745,0,0,1,0,1,0,0,0,0
HZ_12,Grower_391,Grower_95,2021,Susceptible,1.9,SE,SE,0,185419-522468,0,0,5,4,3,2,0,6,0
HZ_20,Grower_152,Grower_71,2019,Tolerant,0.7,SE,SE,0,173922-532936,0,0,4,3,2,0,0,0,0
HZ_8,Grower_107,Grower_128,2020,Tolerant,0.91,SE,SE,0,180252-588193,0,0,0,0,0,0,0,0,0
HZ_17,Grower_102,Grower_67,2021,Susceptible,2.74,SE,SE,0,176558-582552,0,0,0,0,0,0,0,0,0
HZ_51,Grower_134,Grower_132,2021,Susceptible,5.5,E,A,1,178054-583840,0,0,6,6,1,1,2,5,0
HZ_4,Grower_184,Grower_89,2020,Verysusceptible,0.5,SE,SE,0,191674-526060,0,0,0,0,0,0,0,0,0
HZ_39,Grower_100,Grower_133,2020,Tolerant,0.35,SE,SE,0,179139-587277,0,0,1,0,0,0,0,0,0
HZ_17,Grower_175,Grower_47,2023,Susceptible,0.5,SE,A,0,184489-518856,0,0,3,0,2,1,0,1,0
HZ_17,Grower_213,Grower_32,2021,Susceptible,0.85,PB4,-,0,134510-543382,0,0,8,2,3,0,1,0,1
HZ_11,Grower_105,Grower_19,2019,Tolerant,0.9,SE,AF,0,119458-567674,0,0,2,0,1,0,0,0,0
HZ_47,Grower_157,Grower_42,2019,Verysusceptible,0.98,SE,A,0,170774-528288,0,0,7,6,4,0,0,0,0
HZ_4,Grower_248,Grower_33,2020,Verysusceptible,3.0,SE,SE,0,061692-368345,0,0,7,0,3,0,1,0,0
HZ_3,Grower_185,Grower_138,2022,Tolerant,2.0,E,E,0,178864-515553,0,0,0,0,0,0,0,0,0
HZ_3,Grower_39,Grower_150,2020,Tolerant,1.0,E,E,0,245539-604733,0,0,0,0,0,0,0,0,0
HZ_2,Grower_314,Grower_2,2021,Tolerant,0.96,SE,SE,0,252966-599122,0,0,2,0,1,0,0,1,0
HZ_9,Grower_130,Grower_10,2023,Verysusceptible,1.35,SE,SE,0,166224-583087,0,0,7,1,6,2,0,3,0
HZ_14,Grower_312,Grower_86,2022,Susceptible,3.3,SE,A,1,090231-402513,0,0,0,0,0,0,0,0,0
HZ_1,Grower_286,Grower_1,2019,Tolerant,1.26,E,E,0,248929-598790,0,0,1,0,0,0,0,0,0
HZ_12,Grower_177,Grower_36,2023,Susceptible,0.27,SE,SE,0,170001-522214,0,0,8,3,0,2,0,7,0
HZ_3,Grower_38,Grower_3,2019,Tolerant,0.9,E,E,0,248372-606130,0,0,0,0,0,0,0,0,0
HZ_56,Grower_156,Grower_226,2019,Susceptible,2.15,E,A,0,175066-536257,0,0,6,1,2,0,0,0,0
HZ_37,Grower_41,Grower_55,2020,Tolerant,0.8,SE,SE,0,241959-597510,0,0,0,1,0,0,0,0,0
HZ_51,Grower_205,Grower_55,2021,Susceptible,1.6,SE,SE,0,117907-564609,0,0,8,4,6,0,1,5,0
HZ_34,Grower_100,Grower_32,2023,Verysusceptible,0.98,SE,A,0,179139-587045,0,0,8,1,4,7,0,0,0
HZ_39,Grower_44,Grower_36,2023,Tolerant,1.19,SE,SE,0,231521-601356,0,0,5,0,5,0,0,0,0
HZ_20,Grower_232,Grower_82,2019,Tolerant,1.44,SE,A,0,115437-526970,0,0,0,0,0,0,0,0,0
HZ_17,Grower_60,Grower_46,2021,Susceptible,1.0,SE,E,0,173563-517036,0,0,4,1,1,0,1,0,0
HZ_20,Grower_286,Grower_32,2020,Tolerant,2.16,E,E,0,253922-600198,0,0,8,8,5,0,4,0,0
HZ_46,Grower_259,Grower_42,2021,Susceptible,2.42,SE,SE,0,051878-361942,0,0,3,2,1,0,0,0,0
HZ_22,Grower_101,Grower_32,2022,Tolerant,0.4,SE,SE,0,186087-596796,0,0,5,3,5,0,0,0,0
HZ_8,Grower_342,Grower_119,2019,Tolerant,0.16,SE,A,0,187527-517546,0,0,4,1,1,0,1,0,0
HZ_42,Grower_271,Grower_66,2022,Verysusceptible,2.55,SE,SE,0,092082-402625,0,0,2,0,0,0,0,0,0
HZ_3,Grower_24,Grower_20,2019,Tolerant,0.4,SE,SE,0,242509-600216,0,0,6,2,2,0,1,0,0
HZ_33,Grower_236,Grower_149,2019,Tolerant,1.6,SE,AF,0,136850-521265,0,0,0,0,0,0,0,0,0
HZ_35,Grower_152,Grower_51,2022,Tolerant,2.3,SE,SE,0,173696-533126,0,0,8,1,3,2,8,8,0
HZ_17,Grower_127,Grower_42,2021,Susceptible,3.15,E,E,0,170375-581024,0,0,8,3,4,0,1,0,0
HZ_3,Grower_152,Grower_144,2020,Tolerant,0.85,SE,E,0,173225-535654,0,0,0,0,0,0,0,0,0
HZ_3,Grower_286,Grower_113,2019,Tolerant,1.2,E,E,0,248929-598790,0,0,0,0,0,0,0,0,0
HZ_46,Grower_187,Grower_75,2019,Susceptible,3.95,SE,A,0,058806-375646,0,0,3,1,1,0,0,0,0
HZ_20,Grower_286,Grower_11,2019,Tolerant,0.83,SE,E,0,254866-599208,0,0,4,1,1,0,1,0,0
HZ_47,Grower_114,Grower_167,2019,Verysusceptible,1.15,SE,A,0,170715-589336,0,0,0,0,0,0,0,0,0
HZ_29,Grower_143,Grower_86,2019,Tolerant,0.96,SE,SE,0,174225-531963,0,0,0,0,0,0,0,0,0
HZ_36,Grower_67,Grower_11,2020,Tolerant,2.8,SE,E,0,234660-598962,0,0,0,0,0,0,0,0,0
HZ_12,Grower_19,Grower_136,2021,Susceptible,0.45,PB4,SE,0,243705-602241,0,0,2,0,1,0,2,3,0
HZ_17,Grower_255,Grower_40,2019,Susceptible,0.4,SE,E,1,042467-371791,0,0,8,8,5,0,4,0,0
HZ_39,Grower_125,Grower_61,2019,Tolerant,1.4,SE,-,0,160596-579106,0,0,0,0,0,0,0,0,0
HZ_20,Grower_2,Grower_112,2021,Tolerant,0.54,SE,SE,0,251696-602808,0,0,8,2,3,0,0,3,0
HZ_17,Grower_198,Grower_23,2020,Susceptible,1.23,SE,SE,0,115923-564999,0,0,6,4,3,0,1,0,0
HZ_5,Grower_41,Grower_3,2019,Susceptible,1.3,SE,A,0,242312-600413,0,0,0,0,0,0,0,0,0
HZ_20,Grower_291,Grower_1,2021,Tolerant,0.28,SE,SE,0,236288-604464,0,0,5,0,2,0,0,1,0
HZ_43,Grower_124,Grower_61,2020,Tolerant,0.9,SE,A,0,159476-568677,0,0,4,0,1,0,0,0,0
HZ_3,Grower_83,Grower_65,2020,Tolerant,1.6,S,S,0,194419-600167,0,0,3,0,1,0,0,0,0
HZ_24,Grower_344,Grower_48,2022,Tolerant,1.65,SE,E,0,185090-523123,0,0,5,6,3,1,0,7,4
HZ_19,Grower_248,Grower_22,2020,Verysusceptible,3.75,SE,A,0,058034-372935,0,0,4,4,2,0,0,0,0
HZ_3,Grower_63,Grower_33,2019,Tolerant,1.4,SE,SE,0,229313-598268,0,0,7,1,3,0,1,0,0
HZ_20,Grower_84,Grower_163,2020,Tolerant,1.8,SE,SE,0,198223-601422,0,0,3,0,1,0,1,0,0
HZ_20,Grower_46,Grower_2,2022,Tolerant,1.81,E,A,0,224662-593678,0,0,3,2,1,0,0,2,0
HZ_17,Grower_175,Grower_47,2023,Susceptible,2.89,SE,SE,0,170990-522295,0,0,3,0,2,1,0,1,0
HZ_36,Grower_134,Grower_11,2023,Tolerant,0.76,SE,-,0,171350-580142,0,0,8,1,4,0,0,3,0
HZ_4,Grower_277,Grower_1,2019,Verysusceptible,5.6,SE,A,0,076535-397088,0,0,6,2,2,1,4,0,0
HZ_20,Grower_99,Grower_116,2020,Tolerant,1.6,SE,SE,0,199344-597120,0,0,2,1,1,0,0,0,0
HZ_4,Grower_276,Grower_2,2023,Verysusceptible,3.4,SE,E,0,095308-401632,0,0,2,0,2,0,0,3,0
HZ_24,Grower_24,Grower_24,2023,Tolerant,0.22,SE,SE,0,241559-600654,0,0,0,0,0,0,0,0,0
HZ_20,Grower_200,Grower_90,2023,Tolerant,0.55,SE,AF,0,122050-566215,0,0,1,0,1,0,0,0,0
HZ_3,Grower_121,Grower_66,2019,Tolerant,1.3,SE,SE,0,172361-580331,0,0,3,1,1,0,0,0,0
HZ_43,Grower_141,Grower_18,2019,Tolerant,0.73,E,E,0,156285-570326,0,0,1,1,0,0,0,0,0
HZ_4,Grower_261,Grower_2,2020,Verysusceptible,4.6,E,A,0,050033-415882,0,0,6,4,3,0,2,0,0
HZ_3,Grower_63,Grower_33,2019,Tolerant,1.08,SE,SE,0,228440-598830,0,0,7,1,3,0,1,0,0
HZ_20,Grower_220,Grower_29,2021,Tolerant,0.62,SE,SE,0,129831-543725,0,0,1,0,0,0,0,0,0
HZ_4,Grower_162,Grower_17,2023,Verysusceptible,1.6,E,A,0,160273-494794,0,0,4,1,2,0,0,3,0
HZ_20,Grower_275,Grower_82,2023,Tolerant,2.4,SE,A,0,087187-399536,0,0,4,1,2,0,0,0,0
HZ_5,Grower_4,Grower_112,2021,Susceptible,2.73,E,E,0,253415-603327,0,0,4,1,1,0,0,0,0
HZ_20,Grower_411,Grower_76,2020,Tolerant,2.5,SE,SE,0,203424-593272,0,0,7,4,4,0,0,0,0
HZ_20,Grower_314,Grower_36,2020,Tolerant,2.03,SE,SE,0,252640-599532,0,0,8,1,3,0,1,0,0
HZ_20,Grower_122,Grower_40,2019,Tolerant,0.35,SE,SE,0,175689-589669,0,0,8,7,4,0,2,0,0
HZ_19,Grower_11,Grower_24,2020,Verysusceptible,1.11,SE,SE,0,250842-600282,0,0,4,1,1,0,0,0,0
HZ_5,Grower_249,Grower_3,2023,Susceptible,3.8,SE,SE,0,054628-366579,0,0,0,0,0,0,0,0,0
HZ_12,Grower_236,Grower_36,2022,Susceptible,0.5,E,E,0,136918-521324,0,0,4,5,2,0,4,4,1
HZ_4,Grower_77,Grower_64,2020,Verysusceptible,1.03,SE,A,0,205286-600115,0,0,0,0,0,0,0,0,0
HZ_23,Grower_27,Grower_30,2023,Verysusceptible,1.88,SE,A,0,242958-606834,0,0,6,1,6,0,0,4,0
HZ_24,Grower_203,Grower_40,2020,Tolerant,0.9,SE,SE,0,228314-431912,0,0,4,1,1,0,0,0,0
HZ_54,Grower_345,Grower_94,2020,Verysusceptible,2.08,SE,A,0,186583-527605,0,0,0,0,0,0,0,0,0
HZ_11,Grower_139,Grower_19,2020,Tolerant,0.57,SE,-,0,161557-583526,0,0,0,0,0,0,0,0,0
HZ_35,Grower_152,Grower_51,2019,Tolerant,0.74,SE,SE,0,173922-532936,0,0,8,8,5,0,5,0,0
HZ_50,Grower_356,Grower_47,2021,Tolerant,1.44,SE,A,0,101151-476404,0,0,8,4,6,0,0,8,4
